ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
81203,Silke Mller (Gladisch-),F,24.0,,,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's 4 x 100 metres Relay,Silver
81524,Pablo Montes Casanova,M,20.0,184.0,83.0,Cuba,CUB,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 4 x 100 metres Relay,Silver
81759,Salvatore Morale,M,25.0,183.0,75.0,Italy,ITA,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 400 metres Hurdles,Bronze
81789,Juan Morales Hechavarra,M,20.0,181.0,73.0,Cuba,CUB,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 4 x 100 metres Relay,Silver
82131,Max Morinire,M,24.0,183.0,78.0,France,FRA,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze
82245,Devon Morris,M,27.0,180.0,75.0,Jamaica,JAM,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 4 x 400 metres Relay,Silver
82416,Edwin Corley Moses,M,20.0,186.0,72.0,United States,USA,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 400 metres Hurdles,Gold
82416,Edwin Corley Moses,M,28.0,186.0,72.0,United States,USA,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 400 metres Hurdles,Gold
82416,Edwin Corley Moses,M,33.0,186.0,72.0,United States,USA,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 400 metres Hurdles,Bronze
82494,Rosa Mara Correia dos Santos Mota,F,26.0,157.0,45.0,Portugal,POR,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Women's Marathon,Bronze
82494,Rosa Mara Correia dos Santos Mota,F,30.0,157.0,45.0,Portugal,POR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's Marathon,Gold
82541,Wendell Adrian Mottley,M,23.0,173.0,72.0,Trinidad and Tobago,TTO,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 400 metres,Silver
82541,Wendell Adrian Mottley,M,23.0,173.0,72.0,Trinidad and Tobago,TTO,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 4 x 400 metres Relay,Bronze
83008,Gael Patricia Mulhall-Martin,F,27.0,175.0,98.0,Australia,AUS,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Women's Shot Put,Bronze
83080,Helmar Mller,M,29.0,180.0,74.0,West Germany,FRG,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 4 x 400 metres Relay,Bronze
83137,Petra Mller (-Schersing),F,23.0,180.0,67.0,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's 400 metres,Silver
83137,Petra Mller (-Schersing),F,23.0,180.0,67.0,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's 4 x 400 metres Relay,Bronze
83144,Romy Mller (Schneider-),F,21.0,168.0,59.0,East Germany,GDR,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Women's 4 x 100 metres Relay,Gold
83305,Thomas Munkelt,M,27.0,185.0,80.0,East Germany,GDR,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 110 metres Hurdles,Gold
83453,Vladimir Pavlovich Muravyov,M,20.0,178.0,74.0,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 4 x 100 metres Relay,Gold
83453,Vladimir Pavlovich Muravyov,M,28.0,178.0,74.0,Soviet Union,URS,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 4 x 100 metres Relay,Gold
83603,Yvonne Carol Grace Murray (-Mooney),F,23.0,170.0,50.0,Great Britain,GBR,1988 Summer,1988,Summer,Seoul,Athletics,"Athletics Women's 3,000 metres",Bronze
83605,Donna-Marie Louise Murray-Hartley (-Wass),F,25.0,170.0,55.0,Great Britain,GBR,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Women's 4 x 400 metres Relay,Bronze
83738,"Michael ""Mike"" Musyoki",M,28.0,168.0,54.0,Kenya,KEN,1984 Summer,1984,Summer,Los Angeles,Athletics,"Athletics Men's 10,000 metres",Bronze
83925,"Lawrence Ellwyne ""Larry"" Myricks",M,32.0,186.0,82.0,United States,USA,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's Long Jump,Bronze
84855,Irina Viktorovna Nazarova (Bagryantseva-),F,22.0,170.0,58.0,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Women's 4 x 400 metres Relay,Gold
84858,Olga Vladimirovna Nazarova,F,23.0,168.0,57.0,Soviet Union,URS,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's 400 metres,Bronze
84858,Olga Vladimirovna Nazarova,F,23.0,168.0,57.0,Soviet Union,URS,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's 4 x 400 metres Relay,Gold
85133,Kathrin Neimke,F,22.0,180.0,91.0,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's Shot Put,Silver
85264,Mikls Nmeth,M,29.0,193.0,95.0,Hungary,HUN,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's Javelin Throw,Gold
85275,Angla Nmeth-Rnky,F,22.0,176.0,75.0,Hungary,HUN,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Women's Javelin Throw,Gold
85411,"Mildrette Netter (-Bell, -Graves)",F,20.0,158.0,51.0,United States,USA,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Women's 4 x 100 metres Relay,Gold
85428,Dagmar Neubauer (Rbsam-),F,26.0,170.0,58.0,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's 4 x 400 metres Relay,Bronze
85513,Pauli Lauri Nevala,M,23.0,177.0,83.0,Finland,FIN,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's Javelin Throw,Gold
85567,"Frederick Vaughn ""Fred"" Newhouse",M,27.0,175.0,68.0,United States,USA,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 400 metres,Silver
85567,"Frederick Vaughn ""Fred"" Newhouse",M,27.0,175.0,68.0,United States,USA,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 4 x 400 metres Relay,Gold
85698,John Ngugi Kamau,M,26.0,178.0,62.0,Kenya,KEN,1988 Summer,1988,Summer,Seoul,Athletics,"Athletics Men's 5,000 metres",Gold
86161,Vincent Paul Nihill,M,25.0,180.0,66.0,Great Britain,GBR,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 50 kilometres Walk,Silver
86174,"Gerhardus Marinus Maria ""Gerard"" Nijboer",M,24.0,182.0,70.0,Netherlands,NED,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's Marathon,Silver
86581,Sunder Lamont Nix,M,22.0,175.0,65.0,United States,USA,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 4 x 400 metres Relay,Gold
86915,Wolfgang Nordwig,M,25.0,184.0,73.0,East Germany,GDR,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's Pole Vault,Bronze
86915,Wolfgang Nordwig,M,28.0,184.0,73.0,East Germany,GDR,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's Pole Vault,Gold
86955,Peter George Norman,M,26.0,178.0,73.0,Australia,AUS,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 200 metres,Silver
86970,Harald Norpoth,M,22.0,184.0,62.0,Germany,GER,1964 Summer,1964,Summer,Tokyo,Athletics,"Athletics Men's 5,000 metres",Silver
87354,"Glynis Leanne Nunn (Saunders-, -Cearns)",F,23.0,168.0,58.0,Australia,AUS,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Women's Heptathlon,Gold
87455,Hezekiah Munyoro Nyamau,M,25.0,170.0,68.0,Kenya,KEN,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 4 x 400 metres Relay,Silver
87455,Hezekiah Munyoro Nyamau,M,29.0,170.0,68.0,Kenya,KEN,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 4 x 400 metres Relay,Gold
87460,Suleiman Nyambui,M,27.0,182.0,74.0,Tanzania,TAN,1980 Summer,1980,Summer,Moskva,Athletics,"Athletics Men's 5,000 metres",Silver
87629,Gary James Oakes,M,21.0,177.0,69.0,Great Britain,GBR,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 400 metres Hurdles,Bronze
88018,Josef Odloil,M,25.0,177.0,70.0,Czechoslovakia,TCH,1964 Summer,1964,Summer,Tokyo,Athletics,"Athletics Men's 1,500 metres",Silver
88066,Marlies Oelsner-Ghr,F,18.0,165.0,55.0,East Germany,GDR,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Women's 4 x 100 metres Relay,Gold
88066,Marlies Oelsner-Ghr,F,22.0,165.0,55.0,East Germany,GDR,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Women's 100 metres,Silver
88066,Marlies Oelsner-Ghr,F,22.0,165.0,55.0,East Germany,GDR,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Women's 4 x 100 metres Relay,Gold
88066,Marlies Oelsner-Ghr,F,30.0,165.0,55.0,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's 4 x 100 metres Relay,Silver
88073,"Alfred Adolph ""Al"" Oerter, Jr.",M,28.0,192.0,125.0,United States,USA,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's Discus Throw,Gold
88073,"Alfred Adolph ""Al"" Oerter, Jr.",M,32.0,192.0,125.0,United States,USA,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's Discus Throw,Gold
88485,Antonina Nikolayevna Okorokova-Lazareva,F,27.0,182.0,68.0,Soviet Union,URS,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Women's High Jump,Silver
88798,Nadiya Fedorivna Olizarenko (Mushta-),F,26.0,165.0,57.0,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Women's 800 metres,Gold
88798,Nadiya Fedorivna Olizarenko (Mushta-),F,26.0,165.0,57.0,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Athletics,"Athletics Women's 1,500 metres",Bronze
90007,Merlene Joyce Ottey-Page,F,20.0,175.0,62.0,Jamaica,JAM,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Women's 200 metres,Bronze
90007,Merlene Joyce Ottey-Page,F,24.0,175.0,62.0,Jamaica,JAM,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Women's 100 metres,Bronze
90007,Merlene Joyce Ottey-Page,F,24.0,175.0,62.0,Jamaica,JAM,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Women's 200 metres,Bronze
90010,"David Charles ""Dave"" Ottley",M,28.0,186.0,95.0,Great Britain,GBR,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's Javelin Throw,Silver
90034,Eddy Jean Paul Ottoz (Dimichelis-),M,24.0,179.0,67.0,Italy,ITA,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 110 metres Hurdles,Bronze
90101,Robert Ouko,M,23.0,173.0,68.0,Kenya,KEN,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 4 x 400 metres Relay,Gold
90192,"Stephen Michael John ""Steve"" Ovett",M,24.0,183.0,70.0,Great Britain,GBR,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 800 metres,Gold
90192,"Stephen Michael John ""Steve"" Ovett",M,24.0,183.0,70.0,Great Britain,GBR,1980 Summer,1980,Summer,Moskva,Athletics,"Athletics Men's 1,500 metres",Bronze
90449,Ann Elizabeth Packer (-Brightwell),F,22.0,169.0,57.0,Great Britain,GBR,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Women's 400 metres,Silver
90449,Ann Elizabeth Packer (-Brightwell),F,22.0,169.0,57.0,Great Britain,GBR,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Women's 800 metres,Gold
90922,Abdon Pamich,M,31.0,184.0,72.0,Italy,ITA,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 50 kilometres Walk,Gold
91163,Hermann Panzo,M,22.0,180.0,77.0,France,FRA,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze
91696,Sheila Hilary Parkin-Sherwood,F,22.0,168.0,61.0,Great Britain,GBR,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Women's Long Jump,Silver
91711,"Maxwell Lander ""Maxie"" Parks",M,25.0,188.0,78.0,United States,USA,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 4 x 400 metres Relay,Gold
91871,Frank Paschek,M,24.0,183.0,72.0,East Germany,GDR,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's Long Jump,Silver
91875,Alan Peter Pascoe,M,24.0,185.0,74.0,Great Britain,GBR,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 4 x 400 metres Relay,Silver
92423,Marita Arthur Payne Wiggins,F,23.0,173.0,57.0,Canada,CAN,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Women's 4 x 100 metres Relay,Silver
92423,Marita Arthur Payne Wiggins,F,23.0,173.0,57.0,Canada,CAN,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Women's 4 x 400 metres Relay,Silver
92563,Nataliya Aleksandrovna Pechonkina-Chistyakova (Burda-),F,22.0,176.0,63.0,Soviet Union,URS,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Women's 400 metres,Bronze
92691,Jos Pedraza Ziga,M,31.0,174.0,66.0,Mexico,MEX,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 20 kilometres Walk,Silver
92988,"Melvin ""Mel"" Pender, Jr.",M,30.0,165.0,68.0,United States,USA,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 4 x 100 metres Relay,Gold
92995,Mihaela Pene (-Brandsdorfer),F,17.0,188.0,94.0,Romania,ROU,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Women's Javelin Throw,Gold
92995,Mihaela Pene (-Brandsdorfer),F,21.0,188.0,94.0,Romania,ROU,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Women's Javelin Throw,Silver
93833,Mary Elizabeth Peters,F,33.0,173.0,71.0,Great Britain,GBR,1972 Summer,1972,Summer,Munich,Athletics,Athletics Women's Pentathlon,Gold
93839,Rotimi Peters,M,28.0,189.0,62.0,Nigeria,NGR,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 4 x 400 metres Relay,Bronze
94122,Petar Nikolov Petrov,M,25.0,180.0,80.0,Bulgaria,BUL,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 100 metres,Bronze
94235,Ingvar Albin Henrik Pettersson,M,38.0,174.0,64.0,Sweden,SWE,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 50 kilometres Walk,Bronze
94343,Jrg Pfeifer,M,24.0,177.0,67.0,East Germany,GDR,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 4 x 100 metres Relay,Silver
94459,Andr Lamar Phillips,M,29.0,188.0,84.0,United States,USA,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 400 metres Hurdles,Gold
94650,Valeriy Vasylovych Pidluzhniy,M,27.0,175.0,68.0,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's Long Jump,Bronze
94777,Jerzy Pietrzyk,M,21.0,190.0,76.0,Poland,POL,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 4 x 400 metres Relay,Silver
94794,Paola Pigni (-Cacchi),F,26.0,168.0,55.0,Italy,ITA,1972 Summer,1972,Summer,Munich,Athletics,"Athletics Women's 1,500 metres",Bronze
94994,Mariya Dzhumabayevna Pinigina (Kulchunova-),F,30.0,171.0,58.0,Soviet Union,URS,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's 4 x 400 metres Relay,Gold
95110,Claude Piquemal,M,25.0,172.0,65.0,France,FRA,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze
95110,Claude Piquemal,M,29.0,172.0,65.0,France,FRA,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze
95488,Klaus-Dieter Ploghaus,M,28.0,186.0,110.0,West Germany,FRG,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's Hammer Throw,Bronze
95562,Pyotr Ivanovich Pochenchuk,M,25.0,178.0,70.0,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 20 kilometres Walk,Silver
95602,Ryszard Podlas,M,21.0,171.0,63.0,Poland,POL,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 4 x 400 metres Relay,Silver
95876,Burglinde Pollak (-Grimm),F,21.0,179.0,78.0,East Germany,GDR,1972 Summer,1972,Summer,Munich,Athletics,Athletics Women's Pentathlon,Bronze
95876,Burglinde Pollak (-Grimm),F,25.0,179.0,78.0,East Germany,GDR,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Women's Pentathlon,Bronze
95996,Nataliya Vladimirovna Pomoshchnikova-Voronova,F,23.0,169.0,63.0,Soviet Union,URS,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's 4 x 100 metres Relay,Bronze
96160,Vira Ivanivna Popkova (Kabreniuk-),F,25.0,169.0,62.0,Soviet Union,URS,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Women's 4 x 100 metres Relay,Bronze
96369,Elvira Poekel (-Borchers),F,23.0,160.0,49.0,West Germany,FRG,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Women's 4 x 100 metres Relay,Silver
96598,Rudolf Pavlovych Povarnitsyn,M,26.0,201.0,75.0,Soviet Union,URS,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's High Jump,Bronze
96625,John Gates Powell,M,29.0,188.0,110.0,United States,USA,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's Discus Throw,Bronze
96625,John Gates Powell,M,37.0,188.0,110.0,United States,USA,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's Discus Throw,Bronze
96628,"Michael Anthony ""Mike"" Powell",M,24.0,188.0,77.0,United States,USA,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's Long Jump,Silver
96880,Irina Natanovna Press,F,25.0,168.0,75.0,Soviet Union,URS,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Women's Pentathlon,Gold
96881,Tamara Natanovna Press,F,27.0,180.0,102.0,Soviet Union,URS,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Women's Shot Put,Gold
96881,Tamara Natanovna Press,F,27.0,180.0,102.0,Soviet Union,URS,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Women's Discus Throw,Gold
96929,Jozef Pribilinec,M,28.0,168.0,66.0,Czechoslovakia,TCH,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 20 kilometres Walk,Gold
97084,Michelle Probert-Scutt,F,20.0,170.0,56.0,Great Britain,GBR,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Women's 4 x 400 metres Relay,Bronze
97151,Andrey Vasilyevich Prokofyev,M,21.0,187.0,83.0,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 4 x 100 metres Relay,Gold
97201,Tetiana Vasylivna Prorochenko (-Burakova),F,24.0,166.0,58.0,Soviet Union,URS,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Women's 4 x 100 metres Relay,Bronze
97201,Tetiana Vasylivna Prorochenko (-Burakova),F,28.0,166.0,58.0,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Women's 4 x 400 metres Relay,Gold
97254,Tatyana Petrovna Providokhina (-Fedorenko),F,27.0,167.0,52.0,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Women's 800 metres,Bronze
97270,Nlson Prudncio,M,24.0,182.0,71.0,Brazil,BRA,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's Triple Jump,Silver
97270,Nlson Prudncio,M,28.0,182.0,71.0,Brazil,BRA,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's Triple Jump,Bronze
97388,Aleksandr Nikolayevich Puchkov,M,23.0,190.0,88.0,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 110 metres Hurdles,Bronze
97443,Maricica Puic (Luca-),F,34.0,168.0,54.0,Romania,ROU,1984 Summer,1984,Summer,Los Angeles,Athletics,"Athletics Women's 1,500 metres",Bronze
97443,Maricica Puic (Luca-),F,34.0,168.0,54.0,Romania,ROU,1984 Summer,1984,Summer,Los Angeles,Athletics,"Athletics Women's 3,000 metres",Gold
97661,"Emiel Adrien ""Miel"" Puttemans",M,,175.0,68.0,Belgium,BEL,1972 Summer,1972,Summer,Munich,Athletics,"Athletics Men's 10,000 metres",Silver
97822,"Donald O'Reilly ""Don"" Quarrie",M,25.0,175.0,70.0,Jamaica,JAM,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 100 metres,Silver
97822,"Donald O'Reilly ""Don"" Quarrie",M,25.0,175.0,70.0,Jamaica,JAM,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 200 metres,Gold
97822,"Donald O'Reilly ""Don"" Quarrie",M,29.0,175.0,70.0,Jamaica,JAM,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 200 metres,Bronze
97822,"Donald O'Reilly ""Don"" Quarrie",M,33.0,175.0,70.0,Jamaica,JAM,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 4 x 100 metres Relay,Silver
97832,"Theodorus Jacobus Leonardus ""Dick"" Quax",M,28.0,183.0,65.0,New Zealand,NZL,1976 Summer,1976,Summer,Montreal,Athletics,"Athletics Men's 5,000 metres",Silver
97854,Gilles Qunherv,M,22.0,183.0,74.0,France,FRA,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze
97879,Violeta Quesada Daz,F,21.0,163.0,50.0,Cuba,CUB,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Women's 4 x 100 metres Relay,Silver
97925,Pierre Jean Guy Quinon,M,22.0,180.0,74.0,France,FRA,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's Pole Vault,Gold
98608,John Barnett Rambo,M,21.0,200.0,86.0,United States,USA,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's High Jump,Bronze
98650,Hermes Julin Ramrez Limonta,M,20.0,178.0,66.0,Cuba,CUB,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 4 x 100 metres Relay,Silver
98959,Viktor Ivanovich Rashchupkin,M,29.0,188.0,107.0,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's Discus Throw,Gold
99139,Seppo Henrik Rty,M,26.0,190.0,105.0,Finland,FIN,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's Javelin Throw,Bronze
99583,John Paul Lyndon Regis,M,21.0,181.0,98.0,Great Britain,GBR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 4 x 100 metres Relay,Silver
99753,Hans-Georg Reimann,M,31.0,180.0,65.0,East Germany,GDR,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 20 kilometres Walk,Bronze
99753,Hans-Georg Reimann,M,34.0,180.0,65.0,East Germany,GDR,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 20 kilometres Walk,Silver
99796,Wolfgang Reinhardt,M,21.0,178.0,68.0,Germany,GER,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's Pole Vault,Silver
100254,"Harry Lee ""Butch"" Reynolds, Jr.",M,24.0,193.0,84.0,United States,USA,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 400 metres,Silver
100254,"Harry Lee ""Butch"" Reynolds, Jr.",M,24.0,193.0,84.0,United States,USA,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 4 x 400 metres Relay,Gold
100268,Martin Edward Reynolds,M,23.0,185.0,77.0,Great Britain,GBR,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 4 x 400 metres Relay,Silver
100464,Antoine Richard,M,19.0,174.0,63.0,France,FRA,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze
100565,"Jillian Cheryl ""Jill"" Richardson-Briscoe",F,19.0,172.0,59.0,Canada,CAN,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Women's 4 x 400 metres Relay,Silver
100577,Karin Richert-Balzer,F,26.0,171.0,64.0,Germany,GER,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Women's 80 metres Hurdles,Gold
100577,Karin Richert-Balzer,F,34.0,171.0,64.0,East Germany,GDR,1972 Summer,1972,Summer,Munich,Athletics,Athletics Women's 100 metres Hurdles,Bronze
100596,Annegret Richter (Irrgang-),F,21.0,167.0,53.0,West Germany,FRG,1972 Summer,1972,Summer,Munich,Athletics,Athletics Women's 4 x 100 metres Relay,Gold
100596,Annegret Richter (Irrgang-),F,25.0,167.0,53.0,West Germany,FRG,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Women's 100 metres,Gold
100596,Annegret Richter (Irrgang-),F,25.0,167.0,53.0,West Germany,FRG,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Women's 200 metres,Silver
100596,Annegret Richter (Irrgang-),F,25.0,167.0,53.0,West Germany,FRG,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Women's 4 x 100 metres Relay,Silver
100626,Halina Sylwia Richter-Grecka-Herrmann,F,26.0,167.0,57.0,Poland,POL,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Women's 4 x 100 metres Relay,Gold
100653,"Steven Earl ""Steve"" Riddick",M,24.0,190.0,75.0,United States,USA,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 4 x 100 metres Relay,Gold
100730,Karl-Hans Riehm,M,33.0,187.0,112.0,West Germany,FRG,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's Hammer Throw,Silver
101061,Dorothy Louise Ritter,F,30.0,178.0,59.0,United States,USA,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's High Jump,Gold
101287,"David Luther ""Dave"" Roberts",M,24.0,188.0,81.0,United States,USA,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's Pole Vault,Bronze
101290,Edwin Anthony Roberts,M,23.0,173.0,68.0,Trinidad and Tobago,TTO,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 200 metres,Bronze
101290,Edwin Anthony Roberts,M,23.0,173.0,68.0,Trinidad and Tobago,TTO,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 4 x 400 metres Relay,Bronze
101412,"Clarence Earl ""Arnie"" Robinson, Jr.",M,24.0,188.0,74.0,United States,USA,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's Long Jump,Bronze
101412,"Clarence Earl ""Arnie"" Robinson, Jr.",M,28.0,188.0,74.0,United States,USA,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's Long Jump,Gold
101474,Kevin Bernard Robinzine,M,22.0,178.0,64.0,United States,USA,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 4 x 400 metres Relay,Gold
101888,Gaston Roelants,M,27.0,174.0,67.0,Belgium,BEL,1964 Summer,1964,Summer,Tokyo,Athletics,"Athletics Men's 3,000 metres Steeplechase",Gold
102013,Brigitte Rohde (-Khn),F,21.0,171.0,65.0,East Germany,GDR,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Women's 4 x 400 metres Relay,Gold
